업소명,민박업소형태,주소,지번주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태,latitude,longitude,coord_duplicate_count
대림1059,외국인관광도시민박업,"서울특별시 중구 을지로 157, 1059호 (산림동, 대림상가)",서울 중구 산림동 207-2,CDFI3261142015000025,2015-11-12,영업/정상(영업중),37.5671458986322,126.995451191045,5
플렌티(PLENTY),외국인관광도시민박업,"서울특별시 마포구 포은로2나길 46, 1~2층 (합정동)",서울 마포구 합정동 391-6,CDFI3261142015000083,2015-12-08,영업/정상(영업중),37.5503470703924,126.909838562386,2
케이게스트하우즈,외국인관광도시민박업,"서울특별시 종로구 종로48길 32-1 (창신동, 주1건물)",서울 종로구 창신동 459-36,CDFI3261142016000001,2016-01-08,영업/정상(영업중),37.5711737001081,127.012266269663,3
제이덥하우스,외국인관광도시민박업,"서울특별시 중구 칠패로 27, B동 1007호 (순화동, 순화동 the# 주상복합)",서울 중구 순화동 151,CDFI3261142016000001,2016-01-05,영업/정상(영업중),37.5602669008102,126.972035325682,2
까사데아람,외국인관광도시민박업,"서울특별시 종로구 경희궁2길 5-3, 104호 (내수동, 경희궁빌)",서울 종로구 내수동 110-18,CDFI3261142016000002,2016-01-08,영업/정상(영업중),37.5730289652164,126.970545257772,2
레드2,외국인관광도시민박업,"서울특별시 중구 소공로6길 32, 1층 (남산동2가)",서울 중구 남산동2가 43-3,CDFI3261142015000026,2015-11-25,영업/정상(영업중),37.5584165130322,126.984792971473,5
MOST STAY,외국인관광도시민박업,"서울특별시 마포구 동교로17안길 38-5, 1~2층 (서교동)",서울 마포구 서교동 446-26,CDFI3261142016000002,2016-01-15,영업/정상(영업중),37.5560374005685,126.918369230502,2
NG HOUSE,외국인관광도시민박업,"서울특별시 마포구 신촌로2안길 40, 3층 (동교동)",서울 마포구 동교동 177-6,CDFI3261142015000082,2015-11-24,영업/정상(영업중),37.5568078429449,126.929109979547,4
돈키호테,외국인관광도시민박업,"서울특별시 용산구 서빙고로51길 4, 4층 (서빙고동)",서울 용산구 서빙고동 199-5,CDFI3261142015000030,2015-11-18,영업/정상(영업중),37.5206441608328,126.990975677329,2
Hao 2 Guesthouse,외국인관광도시민박업,"서울특별시 마포구 와우산로29마길 7-6, 지층 (서교동)",서울 마포구 서교동 333-46,CDFI3261142016000001,2016-01-06,영업/정상(영업중),37.5554318856584,126.926822239565,2
체크인 플리즈,외국인관광도시민박업,"서울특별시 용산구 소월로38가길 40, 2,3층 (이태원동)",서울 용산구 이태원동 260-155,CDFI3261142016000002,2016-01-06,영업/정상(영업중),37.5417763058323,126.99058173575,2
스테이 서울,외국인관광도시민박업,"서울특별시 강남구 압구정로2길 46, 403호 (신사동, 강남상가아파트)",서울 강남구 신사동 510-11,CDFI3261142016000001,2016-01-13,영업/정상(영업중),37.5187672551656,127.020691646267,3
굿모닝코리아 게스트하우스,외국인관광도시민박업,"서울특별시 서대문구 신촌로3나길 11, 1층 (창천동)",서울 서대문구 창천동 500-3,CDFI3261142015000019,2015-11-19,영업/정상(영업중),37.5588957543326,126.930220433504,2
GOLDEN FLEECE,외국인관광도시민박업,"서울특별시 서대문구 신촌로1길 47, 4층 402호 (창천동, 리츠하우스)",서울 서대문구 창천동 366,CDFI3261142016000001,2016-01-14,영업/정상(영업중),37.5595992448402,126.928699209304,4
Chilli Guesthouse,외국인관광도시민박업,"서울특별시 마포구 월드컵북로5가길 34, 1~2층 (서교동)",서울 마포구 서교동 446-46,CDFI3261142015000080,2015-11-13,영업/정상(영업중),37.55613463001,126.919303944728,2
파인그로브,외국인관광도시민박업,서울특별시 종로구 삼청로9길 26 (삼청동),서울 종로구 삼청동 10,CDFI3261142016000003,2016-01-18,영업/정상(영업중),37.5874925761041,126.981400365926,2
타이디하우스,외국인관광도시민박업,"서울특별시 용산구 청파로93길 18-12, 1층 (서계동)",서울 용산구 서계동 223-71,CDFI3261142016000001,2016-01-05,영업/정상(영업중),37.5543569651353,126.967377010159,2
호자원(HOJAWON),외국인관광도시민박업,"서울특별시 성북구 종암로24가길 53, 103동 2305호 (종암동, SK아파트)",서울 성북구 종암동 104-1,CDFI3261142015000005,2015-11-10,영업/정상(영업중),37.6008413496899,127.037976638554,2
케이게스트하우즈,외국인관광도시민박업,"서울특별시 종로구 종로48길 32-1 (창신동, 주1)",서울 종로구 창신동 459-36,CDFI3261142016000015,2016-01-08,영업/정상(영업중),37.5711737001081,127.012266269663,3
DA953,외국인관광도시민박업,"서울특별시 중구 을지로 157, 953호 (산림동, 대림상가)",서울 중구 산림동 207-2,CDFI3261142016000009,2016-03-10,영업/정상(영업중),37.5671458986322,126.995451191045,5
패밀리하우스텔＃,외국인관광도시민박업,"서울특별시 마포구 월드컵북로4길 90, 3층 (동교동, 패밀리하우스)",서울 마포구 동교동 198-29,CDFI3261142016000006,2016-02-18,영업/정상(영업중),37.5595874506743,126.923391210662,6
세계여행자의 집,외국인관광도시민박업,"서울특별시 강남구 압구정로2길 46, 707호 (신사동, 강남상가아파트)",서울 강남구 신사동 510-11,CDFI3261142016000006,2016-03-09,영업/정상(영업중),37.5187672551656,127.020691646267,3
제이오너5,외국인관광도시민박업,"서울특별시 중구 소공로6나길 8, 101호 (회현동2가)",서울 중구 회현동2가 42-10,CDFI3261142016000003,2016-01-20,영업/정상(영업중),37.5580447864609,126.983631395352,6
해피투게더,외국인관광도시민박업,"서울특별시 강남구 논현로65길 43, 102호 (역삼동, 보람아트빌)",서울 강남구 역삼동 793-30,CDFI3261142016000007,2016-03-11,영업/정상(영업중),37.4924757631116,127.036875729729,2
마이게스트하우스,외국인관광도시민박업,"서울특별시 마포구 성미산로6길 39 (서교동, 삼성빌리지)",서울 마포구 서교동 473-42,CDFI3261142016000008,2016-02-19,영업/정상(영업중),37.5567831255738,126.91157099253,2
더시티게스트하우스,외국인관광도시민박업,"서울특별시 마포구 양화로8길 16-8, 202호 (서교동)",서울 마포구 서교동 394-70,CDFI3261142016000007,2016-02-18,영업/정상(영업중),37.5498376716101,126.915854679525,3
제이오너4,외국인관광도시민박업,"서울특별시 중구 소공로6나길 8, 201호 (회현동2가)",서울 중구 회현동2가 42-10,CDFI3261142016000002,2016-01-20,영업/정상(영업중),37.5580447864609,126.983631395352,6
남산 아트몬 스테이,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 42, 201호 (남산동2가)",서울 중구 남산동2가 49-14,CDFI3261142016000004,2016-01-28,영업/정상(영업중),37.5573451887863,126.985199039144,3
강남패밀리게스트하우스,외국인관광도시민박업,"서울특별시 강남구 테헤란로43길 19, 3층 (역삼동)",서울 강남구 역삼동 700-31,CDFI3261142016000002,2016-01-27,영업/정상(영업중),37.5046061090683,127.043719287128,4
드래곤게스트하우스,외국인관광도시민박업,"서울특별시 마포구 마포대로4길 120-39, 3층 (마포동)",서울 마포구 마포동 293-9,CDFI3261142016000035,2016-06-15,영업/정상(영업중),37.5360544134787,126.945383108649,6
River Side,외국인관광도시민박업,서울특별시 광진구 뚝섬로 702-4 (자양동),서울 광진구 자양동 682-26,CDFI3261142016000002,2016-02-02,영업/정상(영업중),37.5329329939582,127.087295582587,2
모노홈,외국인관광도시민박업,서울특별시 마포구 신촌로6길 17-8 (동교동),서울 마포구 동교동 181-10,CDFI3261142016000034,2016-06-14,영업/정상(영업중),37.5565413154671,126.930299701191,3
스윗 서울,외국인관광도시민박업,서울특별시 송파구 올림픽로12길 48-1 (잠실동),서울 송파구 잠실동 214-9,CDFI3261142016000004,2016-06-14,영업/정상(영업중),37.5072998443722,127.083403565595,2
리버뷰게스트하우스,외국인관광도시민박업,"서울특별시 마포구 마포대로4길 120-39, 2층 (마포동)",서울 마포구 마포동 293-9,CDFI3261142016000036,2016-06-15,영업/정상(영업중),37.5360544134787,126.945383108649,6
엘스테이,외국인관광도시민박업,"서울특별시 서초구 사평대로53길 8-3, 201호 (반포동)",서울 서초구 반포동 739-23,CDFI3261142016000004,2016-06-10,영업/정상(영업중),37.5048799171755,127.022066238898,2
Seoul Homestay,외국인관광도시민박업,"서울특별시 서대문구 모래내로 241-39, 401호 (남가좌동, 신한빌라)",서울 서대문구 남가좌동 335-11,CDFI3261142016000005,2016-03-18,영업/정상(영업중),37.575460770838,126.924276166342,2
가든하우스,외국인관광도시민박업,서울특별시 마포구 월드컵북로23길 20 (성산동),서울 마포구 성산동 58-12,CDFI3261142016000033,2016-06-08,영업/정상(영업중),37.5643132756361,126.911065881823,2
G. HAUS,외국인관광도시민박업,"서울특별시 용산구 이태원로17길 15-10, 2층 101호 (이태원동)",서울 용산구 이태원동 166-5,CDFI3261142016000009,2016-03-17,영업/정상(영업중),37.5353072450743,126.990975947285,2
나루게스트하우스,외국인관광도시민박업,서울특별시 마포구 양화로12길 8-12 (서교동),서울 마포구 서교동 395-149,CDFI3261142016000013,2016-03-18,영업/정상(영업중),37.5514038183224,126.917948209793,2
해피가든,외국인관광도시민박업,"서울특별시 중구 퇴계로20길 50-10, 1~3층 (남산동2가)",서울 중구 남산동2가 26-12,CDFI3261142016000010,2016-03-21,영업/정상(영업중),37.5580329163647,126.9859054688,2
가온 게스트하우스,외국인관광도시민박업,"서울특별시 서대문구 독립문로12길 46, 2층 203호 (천연동)",서울 서대문구 천연동 117-6,CDFI3261142016000015,2016-05-31,영업/정상(영업중),37.5679146037903,126.959462358316,3
지유,외국인관광도시민박업,"서울특별시 종로구 종로 347, 인동 23302호 (숭인동, 롯데캐슬천지인)",서울 종로구 숭인동 76,CDFI3261142016000013,2016-06-01,영업/정상(영업중),37.5740562569508,127.016000015149,2
The Chic House,외국인관광도시민박업,"서울특별시 서대문구 신촌로1길 47, 502호 (창천동, 리츠하우스)",서울 서대문구 창천동 366,CDFI3261142016000006,2016-03-24,영업/정상(영업중),37.5595992448402,126.928699209304,4
KS guest house,외국인관광도시민박업,"서울특별시 마포구 독막로 26-5, 가동 지층 101호 (합정동, 현대빌라)",서울 마포구 합정동 363-23,CDFI3261142016000014,2016-03-18,영업/정상(영업중),37.5479824510848,126.916524986872,2
Sweet Home,외국인관광도시민박업,서울특별시 용산구 우사단로10길 30-31 (이태원동),서울 용산구 이태원동 15-7,CDFI3261142016000010,2016-03-21,영업/정상(영업중),37.5324555298728,126.997268268302,2
에어비앤비 (SK Airb&b),외국인관광도시민박업,"서울특별시 성북구 종암로24가길 53, 101동 305호 (종암동, SK아파트)",서울 성북구 종암동 104-1,CDFI3261142016000002,2016-03-29,영업/정상(영업중),37.6008413496899,127.037976638554,2
류하우스,외국인관광도시민박업,"서울특별시 강남구 논현로159길 22-2, 지층 101호 (신사동, 오닉스 빌라)",서울 강남구 신사동 567-30,CDFI3261142016000004,2016-03-04,영업/정상(영업중),37.5231958498699,127.026211201429,2
이삭게스트하우스,외국인관광도시민박업,서울특별시 마포구 동교로 256-6 (연남동),서울 마포구 연남동 228-38,CDFI3261142016000005,2016-02-04,영업/정상(영업중),37.5624633711146,126.924838831385,2
마고 게스트하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로36가길 90-6, 1층 (필동2가)",서울 중구 필동2가 123-3,CDFI3261142016000006,2016-02-23,영업/정상(영업중),37.5563638283202,126.994883256607,2
한소,외국인관광도시민박업,"서울특별시 서대문구 연희로4길 22, 1,2층 (창천동)",서울 서대문구 창천동 429,CDFI3261142016000002,2016-02-23,영업/정상(영업중),37.5611276375934,126.928009606708,2
친구게스트하우스2,외국인관광도시민박업,서울특별시 마포구 동교로 153-6 (서교동),서울 마포구 서교동 446-7,CDFI3261142016000012,2016-02-26,영업/정상(영업중),37.5558741144524,126.918986433128,4
더 씬 서울 상암(DMC),외국인관광도시민박업,"서울특별시 마포구 성암로13길 36, 5층 (상암동)",서울 마포구 상암동 1484,CDFI2262212026000045,2026-01-30,영업/정상(영업중),37.5765661997138,126.897119251722,3
카카오 90% 레지던스,외국인관광도시민박업,"서울특별시 중구 퇴계로66길 17-19, 단층 (광희동2가)",서울 중구 광희동2가 147-4,CDFI3261142016000005,2016-02-05,영업/정상(영업중),37.5635988196104,127.009662549061,2
