업소명,민박업소형태,주소,지번주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태,latitude,longitude,coord_duplicate_count
사랑게스트하우스,외국인관광도시민박업,"[100400] 서울특별시 중구 퇴계로52길 5-3, 1~2층 (쌍림동)",서울 중구 쌍림동 151-52,CDFI2262212015000013,2015-05-22,영업/정상(영업중),37.5631008057897,127.004009802706,2
펠리스 까사,외국인관광도시민박업,"서울특별시 중구 퇴계로50길 12-5, 전층 (묵정동)",서울 중구 묵정동 28-6,CDFI2262212016000012,2016-05-19,영업/정상(영업중),37.562056796372,127.000798848127,2
웰 프러스 비앤비 게스트하우스,외국인관광도시민박업,"[100042] 서울특별시 중구 퇴계로20나길 9, 3층 (남산동2가)",서울 중구 남산동2가 27-2,CDFI2262212014000030,2014-12-19,영업/정상(영업중),37.5585680837567,126.985698025757,2
마마 게스트하우스1,외국인관광도시민박업,"서울특별시 중구 소파로4길 34-1, 1층 (예장동)",서울 중구 예장동 8-44,CDFI2262212013000011,2013-07-22,영업/정상(영업중),37.5584912531586,126.98838352712,4
제이가든,외국인관광도시민박업,서울특별시 중구 퇴계로20길 25-30 (남산동2가),서울 중구 남산동2가 18-12,CDFI2262212013000016,2013-08-30,영업/정상(영업중),37.5590716617657,126.986556051467,2
88 게스트하우스,외국인관광도시민박업,[100053] 서울특별시 중구 퇴계로16길 14-10 (회현동3가),서울 중구 회현동3가 4-3,CDFI2262212015000002,2015-01-28,영업/정상(영업중),37.5601735364349,126.984027740521,2
무지개 게스트하우스,외국인관광도시민박업,"[100013] 서울특별시 중구 퇴계로31길 29 (충무로3가, 옥탑층)",서울 중구 충무로3가 57-3,CDFI2262212014000027,2014-10-22,영업/정상(영업중),37.5625117192277,126.992114580829,2
스테이션2,외국인관광도시민박업,"서울특별시 종로구 종로63가길 61, 202호 (숭인동)",서울 종로구 숭인동 179-14,CDFI2262212025000033,2025-02-20,영업/정상(영업중),37.5768756779734,127.018856347422,4
올리브호스텔 더블유,외국인관광도시민박업,"[100876] 서울특별시 중구 소공로6나길 1, 1층 (회현동2가)",서울 중구 회현동2가 42-1,CDFI2262212013000019,2013-10-25,영업/정상(영업중),37.5582087075912,126.983847302229,5
에이비팰리스,외국인관광도시민박업,"서울특별시 중구 소공로6나길 2-1, 201호 (회현동2가)",서울 중구 회현동2가 33-3,CDFI2262212024000013,2024-03-22,영업/정상(영업중),37.5583313168804,126.983727646913,2
그린하우스,외국인관광도시민박업,"서울특별시 종로구 종로63가길 61, 301호 (숭인동)",서울 종로구 숭인동 179-14,CDFI2262212025000049,2025-03-20,영업/정상(영업중),37.5768756779734,127.018856347422,4
밀키하우스,외국인관광도시민박업,"서울특별시 마포구 독막로21길 15-5, 2층 201호 (창전동)",서울 마포구 창전동 42-2,CDFI2262212025000203,2025-04-29,영업/정상(영업중),37.5487636739552,126.928561967008,3
핑키하우스,외국인관광도시민박업,"서울특별시 마포구 독막로21길 15-5, 2층 202호 (창전동)",서울 마포구 창전동 42-2,CDFI2262212025000201,2025-04-29,영업/정상(영업중),37.5487636739552,126.928561967008,3
HSK 스테이,외국인관광도시민박업,"서울특별시 마포구 신촌로2안길 8, 101호 (동교동)",서울 마포구 동교동 176-15,CDFI2262212024000490,2024-12-29,영업/정상(영업중),37.5574729218382,126.92756415211,6
홍대 르엘,외국인관광도시민박업,"서울특별시 마포구 신촌로24길 14, 302호 (노고산동)",서울 마포구 노고산동 19-2,CDFI2262212025000174,2025-03-27,영업/정상(영업중),37.5557531340248,126.941252490556,3
Moon 스테이,외국인관광도시민박업,"서울특별시 마포구 월드컵로23길 15, 지하층 102호 (망원동)",서울 마포구 망원동 57-370,CDFI2262212024000074,2024-04-18,영업/정상(영업중),37.5570613668419,126.908049878902,3
오마이갓 슬라이딩,외국인관광도시민박업,"서울특별시 마포구 고산5길 6-4, 102호 (노고산동)",서울 마포구 노고산동 19-149,CDFI2262212025000175,2025-03-27,영업/정상(영업중),37.5547350537932,126.940447050536,2
대우게스트하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로18길 74, 3, 4층 (남산동1가)",서울 중구 남산동1가 22-2,CDFI2262212017000005,2017-02-20,영업/정상(영업중),37.5577806316987,126.984427878886,3
레몬하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 48-24, 4층 501호 (서교동)",서울 마포구 서교동 329-1,CDFI2262212025000172,2025-03-26,영업/정상(영업중),37.5563066295401,126.928085884376,6
Danjam Pause,외국인관광도시민박업,"서울특별시 마포구 성암로13길 36, 3층 (상암동)",서울 마포구 상암동 1484,CDFI2262212025000183,2025-04-04,영업/정상(영업중),37.5765661997138,126.897119251722,3
Crib49게스트하우스,외국인관광도시민박업,[100042] 서울특별시 중구 퇴계로20나길 49 (남산동2가),서울 중구 남산동2가 49-28,CDFI2262212014000007,2014-03-12,영업/정상(영업중),37.5570929670334,126.985665147168,2
오아시스 연남1,외국인관광도시민박업,"서울특별시 마포구 동교로39길 9, 202호 (연남동)",서울 마포구 연남동 258-10,CDFI2262212022000006,2022-02-15,영업/정상(영업중),37.5620242723214,126.923927241622,3
오아시스 연남2,외국인관광도시민박업,"[121865] 서울특별시 마포구 동교로39길 9, 3~4층 (연남동)",서울 마포구 연남동 258-10,CDFI2262212015000068,2015-04-24,영업/정상(영업중),37.5620242723214,126.923927241622,3
DA953,외국인관광도시민박업,"서울특별시 중구 을지로 157, 953호 (산림동, 대림상가)",서울 중구 산림동 207-2,CDFI2262212016000009,2016-03-10,영업/정상(영업중),37.5671458986322,126.995451191045,5
소담스테이,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 42, 2~3층 (남산동2가)",서울 중구 남산동2가 49-14,CDFI2262212020000011,2020-12-08,영업/정상(영업중),37.5573451887863,126.985199039144,3
가든하우스,외국인관광도시민박업,"서울특별시 마포구 신촌로24길 14, 2층 202호 (노고산동)",서울 마포구 노고산동 19-2,CDFI2262212025000188,2025-04-14,영업/정상(영업중),37.5557531340248,126.941252490556,3
욜로게스트하우스2,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 2-8, 2층 (남산동2가)",서울 중구 남산동2가 32-3,CDFI2262212022000001,2022-02-09,영업/정상(영업중),37.5590404539639,126.985512774966,2
ShortHome,외국인관광도시민박업,"서울특별시 양천구 중앙로36길 43, 301호 (신정동)",서울 양천구 신정동 1023-19,CDFI2262212025000021,2025-04-28,영업/정상(영업중),37.5199815506604,126.858934478791,2
러블리 데이지,외국인관광도시민박업,"서울특별시 중구 퇴계로18길 67-11, B102호 (남산동2가)",서울 중구 남산동2가 45-8,CDFI2262212022000006,2022-05-30,영업/정상(영업중),37.5579879939514,126.984755710083,3
욜로게스트하우스(YOLO GUESTHOUSE),외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 2-8, 3~4층 (남산동2가)",서울 중구 남산동2가 32-3,CDFI2262212021000008,2021-12-14,영업/정상(영업중),37.5590404539639,126.985512774966,2
영게스트하우스2,외국인관광도시민박업,"서울특별시 중구 소공로6길 22, 302호 (남산동1가)",서울 중구 남산동1가 18-2,CDFI2262212021000006,2021-08-05,영업/정상(영업중),37.5583058780157,126.98416417876,9
스테이 포근,외국인관광도시민박업,"서울특별시 중구 퇴계로18길 79-4, 1층 (남산동2가)",서울 중구 남산동2가 50-6,CDFI2262212022000005,2022-05-18,영업/정상(영업중),37.5574263222969,126.984833803012,3
영게스트하우스5,외국인관광도시민박업,"서울특별시 중구 소공로6길 22, 103호 (남산동1가)",서울 중구 남산동1가 18-2,CDFI2262212021000004,2021-08-05,영업/정상(영업중),37.5583058780157,126.98416417876,9
Logan,외국인관광도시민박업,"서울특별시 중구 퇴계로18길 67-11, B101호 (남산동2가)",서울 중구 남산동2가 45-8,CDFI2262212022000004,2022-04-20,영업/정상(영업중),37.5579879939514,126.984755710083,3
스테이 현301,외국인관광도시민박업,"서울특별시 서초구 반포대로21길 51, 301호 (서초동)",서울 서초구 서초동 1523-15,CDFI2262212025000009,2025-04-15,영업/정상(영업중),37.4864060158227,127.008097219359,10
서초마루,외국인관광도시민박업,"서울특별시 서초구 반포대로21길 51, 502호 (서초동)",서울 서초구 서초동 1523-15,CDFI2262212025000007,2025-03-28,영업/정상(영업중),37.4864060158227,127.008097219359,10
레이지룸,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 41, B01호 (남산동2가)",서울 중구 남산동2가 49-48,CDFI2262212024000048,2024-08-09,영업/정상(영업중),37.5573125083507,126.985406044839,2
"오롯, 쉼 in 서초",외국인관광도시민박업,"서울특별시 서초구 반포대로21길 51, 202호 (서초동)",서울 서초구 서초동 1523-15,CDFI2262212025000003,2025-03-28,영업/정상(영업중),37.4864060158227,127.008097219359,10
메종 드 나리 서초,외국인관광도시민박업,"서울특별시 서초구 반포대로21길 51, 201호 (서초동)",서울 서초구 서초동 1523-15,CDFI2262212025000004,2025-03-28,영업/정상(영업중),37.4864060158227,127.008097219359,10
서초 소울스테이,외국인관광도시민박업,"서울특별시 서초구 반포대로21길 51, 403호 (서초동)",서울 서초구 서초동 1523-15,CDFI2262212025000006,2025-03-28,영업/정상(영업중),37.4864060158227,127.008097219359,10
뉴코지스테이강남,외국인관광도시민박업,"서울특별시 서초구 반포대로21길 51, 401호 (서초동)",서울 서초구 서초동 1523-15,CDFI2262212025000008,2025-04-14,영업/정상(영업중),37.4864060158227,127.008097219359,10
24 게스트하우스 남산가든 2,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 2-23, 1층 (남산동2가)",서울 중구 남산동2가 37-1,CDFI2262212018000001,2018-03-22,영업/정상(영업중),37.5588621930277,126.985160824274,2
서래마을 아트존:몽마르뜨 공원 인근 도심 속 숲여행,외국인관광도시민박업,"서울특별시 서초구 동광로42길 14-2, 파크뷰 201호 (반포동)",서울 서초구 반포동 577-13,CDFI2262212025000001,2025-02-17,영업/정상(영업중),37.494315337295,126.999590872764,2
송스게스트하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로20길 41-6, 2, 3층 (남산동2가)",서울 중구 남산동2가 19-2,CDFI2262212017000009,2017-04-21,영업/정상(영업중),37.5584942216738,126.986635040257,4
하하홈스테이,외국인관광도시민박업,"서울특별시 중구 만리재로33길 21, 101동 801호 (만리동1가, LIG서울역리가)",서울 중구 만리동1가 231,CDFI2262212017000006,2017-02-20,영업/정상(영업중),37.5562729792512,126.966882959987,4
서울N하우스,외국인관광도시민박업,"서울특별시 중구 장충단로8길 45-4, 201호 (장충동1가)",서울 중구 장충동1가 38-65,CDFI2262212016000020,2016-12-02,영업/정상(영업중),37.562338183738,127.00918112881,3
햇살가득한집,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 26, 우림빌딩 6층 601호 (서교동)",서울 마포구 서교동 328-18,CDFI2262212025000204,2025-05-01,영업/정상(영업중),37.5552687128652,126.928584503751,3
달콤한 하루 스테이,외국인관광도시민박업,"서울특별시 종로구 창경궁로33길 11, 2동 401호 (명륜2가)",서울 종로구 명륜2가 160-3,CDFI2262212025000058,2025-05-01,영업/정상(영업중),37.5842846096871,126.998946629027,3
창경곰재,외국인관광도시민박업,"서울특별시 종로구 성균관로5길 33, 102호 (명륜3가)",서울 종로구 명륜3가 72-4,CDFI2262212025000057,2025-05-01,영업/정상(영업중),37.5846374463617,126.995466317032,2
봉천블리스(Bongcheon Bliss),외국인관광도시민박업,"서울특별시 관악구 쑥고개로 86, 조광빌딩 503호 (봉천동)",서울 관악구 봉천동 1575-1,CDFI2262212025000044,2025-04-30,영업/정상(영업중),37.4791573451475,126.946051566679,4
포도 스테이,외국인관광도시민박업,"서울특별시 관악구 신림로54길 8, 103호 (신림동)",서울 관악구 신림동 1641-57,CDFI2262212025000043,2025-04-30,영업/정상(영업중),37.4805491594939,126.930722757286,2
리리하우스(LI LI HOUSE),외국인관광도시민박업,서울특별시 종로구 율곡로13가길 18-4 (연건동),서울 종로구 연건동 271-13,CDFI2262212013000012,2013-12-02,영업/정상(영업중),37.5765443565544,127.000136072747,2
지니 홈,외국인관광도시민박업,"서울특별시 강남구 봉은사로18길 62, 201호 (역삼동)",서울 강남구 역삼동 618-19,CDFI2262212023000008,2023-07-19,영업/정상(영업중),37.5025991826254,127.028097750832,2
카사 자밀라(Casa Jamila),외국인관광도시민박업,서울특별시 종로구 사직로9길 6 (필운동),서울 종로구 필운동 137-3,CDFI2262212014000003,2014-03-05,영업/정상(영업중),37.5765117572531,126.968781280591,2
한강,외국인관광도시민박업,"서울특별시 강남구 도산대로89길 49, 102동 1805호 (청담동, 건영아파트)",서울 강남구 청담동 108,CDFI2262212013000009,2013-08-30,영업/정상(영업중),37.5275736339667,127.052262895257,3
배화하우스,외국인관광도시민박업,"서울특별시 종로구 필운대로1길 43-3, 202호 (필운동, 경희궁빌라)",서울 종로구 필운동 28,CDFI2262212017000015,2017-06-14,영업/정상(영업중),37.5776735454911,126.966964615883,4
코엑스 민박,외국인관광도시민박업,"서울특별시 강남구 봉은사로82길 24, 103호 (삼성동, 아셈아파트)",서울 강남구 삼성동 150-5,CDFI2262212024000005,2024-05-24,영업/정상(영업중),37.5116340906519,127.055016005052,3
청담 게스트하우스,외국인관광도시민박업,"서울특별시 강남구 도산대로87길 16, 1층 (청담동)",서울 강남구 청담동 123-42,CDFI2262212013000012,2013-12-06,영업/정상(영업중),37.5257095621919,127.050159216484,2
모던하우스,외국인관광도시민박업,"서울특별시 강남구 삼성로107길 33, 401호 (삼성동)",서울 강남구 삼성동 123-3,CDFI2262212023000002,2023-01-09,영업/정상(영업중),37.5107043283366,127.051452830614,2
썬시티 게스트하우스,외국인관광도시민박업,"[135-811] 서울특별시 강남구 강남대로146길 7-12, 6층 (논현동, 제이 빌)",서울 강남구 논현동 16-5,CDFI2262212013000010,2013-10-29,영업/정상(영업중),37.5156230000533,127.020824025456,2
318 STAY 1,외국인관광도시민박업,"서울특별시 중구 퇴계로20가길 26, 지하1층 (남산동2가)",서울 중구 남산동2가 18-1,CDFI2262212023000009,2023-03-09,영업/정상(영업중),37.5591060895396,126.986641382166,3
성모의 집,외국인관광도시민박업,"서울특별시 강남구 봉은사로43길 21-1, 402호 (논현동, 청비 빌라트)",서울 강남구 논현동 273-10,CDFI2262212014000020,2014-11-27,영업/정상(영업중),37.510533338208,127.039188005024,2
남산인,외국인관광도시민박업,"서울특별시 중구 소공로6가길 24, 401호 (회현동2가)",서울 중구 회현동2가 48-1,CDFI2262212022000014,2022-12-16,영업/정상(영업중),37.5574760514544,126.984104031338,5
남산테라스,외국인관광도시민박업,"서울특별시 중구 퇴계로4길 52-20, 2층 (회현동1가)",서울 중구 회현동1가 82-14,CDFI2262212024000024,2024-05-07,영업/정상(영업중),37.5576616084046,126.980751245171,2
318 스테이 2,외국인관광도시민박업,"서울특별시 중구 퇴계로20가길 26, 1층 (남산동2가)",서울 중구 남산동2가 18-1,CDFI2262212023000011,2023-04-03,영업/정상(영업중),37.5591060895396,126.986641382166,3
소다하우스3,외국인관광도시민박업,"서울특별시 중구 소공로6길 22, 303호 (남산동1가)",서울 중구 남산동1가 18-2,CDFI2262212021000005,2021-08-05,영업/정상(영업중),37.5583058780157,126.98416417876,9
Young's BNB,외국인관광도시민박업,"서울특별시 중구 퇴계로20길 41-9, 102호 (남산동2가)",서울 중구 남산동2가 20-2,CDFI2262212023000006,2023-02-24,영업/정상(영업중),37.5587283915085,126.986640996883,4
디어스,외국인관광도시민박업,"서울특별시 중구 청구로3길 79, 201호 (신당동)",서울 중구 신당동 340-1,CDFI2262212024000041,2024-07-22,영업/정상(영업중),37.5561528026591,127.014115114351,2
원즈빌,외국인관광도시민박업,"서울특별시 중구 퇴계로 162-3, 6층 (주자동)",서울 중구 주자동 42-2,CDFI2262212014000013,2014-04-22,영업/정상(영업중),37.5608843509327,126.98990465559,2
더힐,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 31, 1~3층 (예장동)",서울 중구 예장동 8-80,CDFI2262212014000008,2014-03-12,영업/정상(영업중),37.5577692266895,126.985428704316,2
마리,외국인관광도시민박업,"서울특별시 중구 장충단로4길 41, 102호 (장충동1가)",서울 중구 장충동1가 48-34,CDFI2262212024000038,2024-07-12,영업/정상(영업중),37.5606467273865,127.00816149798,3
라온,외국인관광도시민박업,"서울특별시 중구 소공로6나길 9-4, 2층 (회현동2가)",서울 중구 회현동2가 42-24,CDFI2262212019000008,2019-04-16,영업/정상(영업중),37.5578130929732,126.983944606615,2
엔드 서울 2,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 36, 2층 (남산동2가)",서울 중구 남산동2가 49-3,CDFI2262212019000014,2019-06-14,영업/정상(영업중),37.5576519677676,126.985114661829,3
엔드 서울,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 36, 1층 (남산동2가)",서울 중구 남산동2가 49-3,CDFI2262212019000007,2019-04-12,영업/정상(영업중),37.5576519677676,126.985114661829,3
그린네이비 게스트하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로20길 41-9, 201호 (남산동2가)",서울 중구 남산동2가 20-2,CDFI2262212019000029,2019-11-18,영업/정상(영업중),37.5587283915085,126.986640996883,4
남산 아트몬 스테이,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 42, 3~4층 (남산동2가)",서울 중구 남산동2가 49-14,CDFI2262212019000032,2019-12-11,영업/정상(영업중),37.5573451887863,126.985199039144,3
러브리 하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로16길 25, 2층 (남산동1가)",서울 중구 남산동1가 13-17,CDFI2262212019000016,2019-07-08,영업/정상(영업중),37.5595925498608,126.98452608126,2
Juny's Cozy Home,외국인관광도시민박업,"서울특별시 중구 퇴계로20길 41-14, 1층 (남산동2가)",서울 중구 남산동2가 21-3,CDFI2262212023000013,2023-04-24,영업/정상(영업중),37.5585619929564,126.986779782902,4
브레드앤버터,외국인관광도시민박업,"서울특별시 중구 장충단로10길 27-4, 202호 (광희동2가)",서울 중구 광희동2가 208-1,CDFI2262212024000029,2024-06-21,영업/정상(영업중),37.5637033135639,127.008786164547,5
제이오너게스트하우스,외국인관광도시민박업,"서울특별시 중구 소공로6나길 8, 3층 (회현동2가)",서울 중구 회현동2가 42-10,CDFI2262212021000009,2021-12-14,영업/정상(영업중),37.5580447864609,126.983631395352,6
남대문 하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로10길 20-36, 1~2층 (회현동1가)",서울 중구 회현동1가 82-10,CDFI2262212021000001,2021-03-30,영업/정상(영업중),37.5578423284885,126.980087528877,2
도로시 빌라,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 2-15, 103호 (남산동2가, 능마루빌라)",서울 중구 남산동2가 39-5,CDFI2262212024000031,2024-06-21,영업/정상(영업중),37.5588061724479,126.985332413896,11
광희 에세이,외국인관광도시민박업,"서울특별시 중구 장충단로10길 27-4, 201호 (광희동2가)",서울 중구 광희동2가 208-1,CDFI2262212024000034,2024-07-02,영업/정상(영업중),37.5637033135639,127.008786164547,5
딜라이트 티하우스,외국인관광도시민박업,"서울특별시 중구 장충단로10길 27-4, 301호 (광희동2가)",서울 중구 광희동2가 208-1,CDFI2262212024000030,2024-06-21,영업/정상(영업중),37.5637033135639,127.008786164547,5
엘바하우스,외국인관광도시민박업,"서울특별시 중구 소공로6길 22, 101호 (남산동1가)",서울 중구 남산동1가 18-2,CDFI2262212019000021,2019-08-05,영업/정상(영업중),37.5583058780157,126.98416417876,9
한소레지던스 서울,외국인관광도시민박업,"서울특별시 중구 만리재로35길 47-3, 2~4층 (중림동)",서울 중구 중림동 331-22,CDFI2262212017000016,2017-06-23,영업/정상(영업중),37.5572194788804,126.967538509404,2
킴스 하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 15-22, 302호 (예장동)",서울 중구 예장동 8-88,CDFI2262212023000024,2023-09-21,영업/정상(영업중),37.5575691507048,126.9857193807,5
랜디모어,외국인관광도시민박업,"서울특별시 중구 동호로20길 85, 101호 (신당동)",서울 중구 신당동 399-33,CDFI2262212024000018,2024-04-16,영업/정상(영업중),37.5616396043194,127.009641809957,2
이화스테이,외국인관광도시민박업,"서울특별시 종로구 이화장1가길 4, 601호 (이화동)",서울 종로구 이화동 27-3,CDFI2262212025000054,2025-04-24,영업/정상(영업중),37.5770473649304,127.00502532941,3
"어느날, 이화",외국인관광도시민박업,"서울특별시 종로구 이화장1가길 4, 501호 (이화동)",서울 종로구 이화동 27-3,CDFI2262212025000053,2025-04-24,영업/정상(영업중),37.5770473649304,127.00502532941,3
스테이 코지,외국인관광도시민박업,"서울특별시 중구 퇴계로64길 2, 201호 (광희동2가)",서울 중구 광희동2가 247-1,CDFI2262212024000015,2024-04-01,영업/정상(영업중),37.564081314227,127.008335274249,4
메종 드 린,외국인관광도시민박업,"서울특별시 중구 퇴계로66길 17-4, 101호 (광희동2가)",서울 중구 광희동2가 141,CDFI2262212024000056,2024-09-09,영업/정상(영업중),37.5635201953945,127.009253486258,2
라벨라 하우스,외국인관광도시민박업,"서울특별시 서대문구 연희로2길 65, 라포레 804호 (창천동)",서울 서대문구 창천동 372,CDFI2262212025000036,2025-04-23,영업/정상(영업중),37.5588328214886,126.927899088867,5
제이지 하우스(JG House),외국인관광도시민박업,"서울특별시 강남구 도산대로15길 21, 202호 (신사동)",서울 강남구 신사동 542-8,CDFI2262212014000018,2014-11-07,영업/정상(영업중),37.5196630209373,127.023634352544,2
디디피 게스트하우스,외국인관광도시민박업,서울특별시 중구 퇴계로66길 17-19 (광희동2가),서울 중구 광희동2가 147-4,CDFI2262212024000003,2024-01-11,영업/정상(영업중),37.5635988196104,127.009662549061,2
안 게스트하우스 (An Guesthouse),외국인관광도시민박업,"서울특별시 강남구 압구정로34길 33, 22동 102호 (신사동, 현대맨션)",서울 강남구 신사동 607-9,CDFI2262212012000009,2012-09-06,영업/정상(영업중),37.5260687326346,127.030903098819,4
민기네 집,외국인관광도시민박업,"서울특별시 종로구 필운대로1길 43-3, 201호 (필운동, 경희궁빌라)",서울 종로구 필운동 28,CDFI2262212017000018,2017-06-15,영업/정상(영업중),37.5776735454911,126.966964615883,4
까사 드 다올,외국인관광도시민박업,"서울특별시 동대문구 답십리로23길 17, 2층 302호 (전농동)",서울 동대문구 전농동 499-3,CDFI2262212025000005,2025-04-07,영업/정상(영업중),37.5765776893182,127.048602556453,5
sun flower,외국인관광도시민박업,"[139-202] 서울특별시 노원구 상계로23길 60-3, 401호 (상계동, 우리아트빌)",서울 노원구 상계동 406-2,CDFI2262212014000003,2014-08-29,영업/정상(영업중),37.6604069117097,127.067069491139,2
soom stay,외국인관광도시민박업,"서울특별시 광진구 능동로21길 49-1, 301호 (군자동)",서울 광진구 군자동 90-35,CDFI2262212025000014,2025-03-07,영업/정상(영업중),37.5527883226002,127.074531622994,2
고즈넉,외국인관광도시민박업,"서울특별시 노원구 한글비석로44길 54, 202호 (상계동, 라포레스타)",서울 노원구 상계동 143-44,CDFI2262212025000003,2025-01-17,영업/정상(영업중),37.6647667289049,127.070970692462,3
준 스테이,외국인관광도시민박업,"서울특별시 성북구 삼선교로 46-9, 302호 (삼선동3가)",서울 성북구 삼선동3가 5-8,CDFI2262212024000031,2024-10-17,영업/정상(영업중),37.5881331116425,127.011338473799,2
코지스테이,외국인관광도시민박업,"서울특별시 노원구 한글비석로44길 54, 201호 (상계동, 라포레스타)",서울 노원구 상계동 143-44,CDFI2262212025000004,2025-01-17,영업/정상(영업중),37.6647667289049,127.070970692462,3
더 연남,외국인관광도시민박업,"서울특별시 마포구 성미산로17길 14, 3층 302호 (연남동, 연남동 482-14 공동주택)",서울 마포구 연남동 482-14,CDFI2262212025000199,2025-04-25,영업/정상(영업중),37.562224959766,126.918186139894,3
YN Stay,외국인관광도시민박업,"서울특별시 마포구 성미산로17길 14, 2층 202호 (연남동, 연남동 482-14 공동주택)",서울 마포구 연남동 482-14,CDFI2262212025000198,2025-04-25,영업/정상(영업중),37.562224959766,126.918186139894,3
팔레트 연남,외국인관광도시민박업,"서울특별시 마포구 성미산로23길 26-5, 지층 2호 (연남동)",서울 마포구 연남동 246-29,CDFI2262212025000197,2025-04-25,영업/정상(영업중),37.5647091888766,126.921236991234,2
스테이 로아,외국인관광도시민박업,"서울특별시 강동구 천호대로200길 22, 1층 101호 (둔촌동)",서울 강동구 둔촌동 602-5,CDFI2262212025000017,2025-02-03,영업/정상(영업중),37.5358825809103,127.149288881669,5
슬로우디,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 26-33, 102호 (서교동)",서울 마포구 서교동 328-74,CDFI2262212025000187,2025-04-11,영업/정상(영업중),37.5555320036647,126.928765669556,4
더그린,외국인관광도시민박업,"서울특별시 종로구 지봉로12가길 22, 102호 (숭인동)",서울 종로구 숭인동 59-4,CDFI2262212024000041,2024-08-07,영업/정상(영업중),37.5761486139795,127.016812366791,2
봄 하우스(Pom House),외국인관광도시민박업,"서울특별시 종로구 자하문로5가길 37, 2층 (체부동)",서울 종로구 체부동 107,CDFI2262212014000024,2014-12-10,영업/정상(영업중),37.5787513922391,126.969952620766,2
우 게스트하우스(Woo Guesthouse),외국인관광도시민박업,"서울특별시 종로구 삼청로 22, 영정빌딩 4층, 5층 (사간동)",서울 종로구 사간동 66,CDFI2262212015000002,2015-04-13,영업/정상(영업중),37.5779186380994,126.979865731314,2
게스트하우스 더 김스(Guesthouse The Kims),외국인관광도시민박업,서울특별시 종로구 백석동1길 13 (부암동),서울 종로구 부암동 35,CDFI2262212015000005,2015-05-28,영업/정상(영업중),37.5951368835904,126.968705787731,2
서촌 168 B&B(CHANG YEUN HO),외국인관광도시민박업,"서울특별시 종로구 자하문로23길 6, 101호 (신교동)",서울 종로구 신교동 55,CDFI2262212015000003,2015-05-06,영업/정상(영업중),37.5834453745138,126.969895145342,2
케이게스트하우즈,외국인관광도시민박업,"서울특별시 종로구 종로48길 32-1 (창신동, 주1)",서울 종로구 창신동 459-36,CDFI2262212016000003,2016-01-08,영업/정상(영업중),37.5711737001081,127.012266269663,3
경희궁뒷집,외국인관광도시민박업,"서울특별시 종로구 필운대로1길 43-3, 101호 (필운동, 경희궁빌라)",서울 종로구 필운동 28,CDFI2262212017000017,2017-06-15,영업/정상(영업중),37.5776735454911,126.966964615883,4
삼형제 게스트하우스,외국인관광도시민박업,서울특별시 종로구 이화장1나길 28-1 (이화동),서울 종로구 이화동 9-539,CDFI2262212016000009,2016-03-30,영업/정상(영업중),37.5774871901672,127.007484208661,2
스테이온,외국인관광도시민박업,"서울특별시 종로구 청계천로 319, 동대문신발상가 405호 (창신동)",서울 종로구 창신동 436-65,CDFI2262212024000025,2024-06-14,영업/정상(영업중),37.5701020271196,127.013364882905,4
폴인혜화,외국인관광도시민박업,"서울특별시 종로구 동숭4라길 8, 조윤홈 201호 (동숭동)",서울 종로구 동숭동 5-1,CDFI2262212024000042,2024-08-08,영업/정상(영업중),37.5840003050037,127.005668640442,4
누상 스튜디오,외국인관광도시민박업,"서울특별시 종로구 옥인6가길 59-5, 302호 (누상동)",서울 종로구 누상동 166-89,CDFI2262212021000004,2021-08-10,영업/정상(영업중),37.5797802420497,126.965365949912,4
주성치가 올때까지,외국인관광도시민박업,"서울특별시 종로구 필운대로1길 43-3, 301호 (필운동, 경희궁빌라)",서울 종로구 필운동 28,CDFI2262212017000016,2017-06-15,영업/정상(영업중),37.5776735454911,126.966964615883,4
코지코너,외국인관광도시민박업,"서울특별시 종로구 종로44길 14, 동문상가 520호 (창신동)",서울 종로구 창신동 436-41,CDFI2262212024000121,2024-12-31,영업/정상(영업중),37.5705109506606,127.011127973709,2
루디아 공예 게스트하우스(Lydia craft Guesthouse),외국인관광도시민박업,서울특별시 종로구 사직로9가길 25-6 (필운동),서울 종로구 필운동 130-8,CDFI2262212014000019,2014-09-15,영업/정상(영업중),37.5769359523428,126.96813288669,2
